galaxy,source,distance_mpc,model,n_points,k_params,chi2,dof,chi2_red,aic,bic,ups_disk,ups_bul,success,message,runtime_s,log10_r0_kpc,log10_r_s_kpc,log10_rho0_msun_kpc3,log10_rho_s_msun_kpc3
UGC03205,src/sidmkit/sparc_data/Rotmod_LTG/UGC03205_rotmod.dat,50.0,nfw,48,4,119.21168873812233,44,2.709356562230053,127.21168873812233,134.6964927817539,0.08813388304278592,0.39157106469066993,True,`ftol` termination condition is satisfied.,0.0024480819702148438,,0.6759035867595008,,8.238134780840868
UGC03205,src/sidmkit/sparc_data/Rotmod_LTG/UGC03205_rotmod.dat,50.0,burkert,48,4,160.79068993823716,44,3.654333862232663,168.79068993823716,176.27549398186872,0.8777878107298595,1.175793038790459,True,`ftol` termination condition is satisfied.,0.0023374557495117188,1.3211351770774913,,6.809481199293831,
UGC03546,src/sidmkit/sparc_data/Rotmod_LTG/UGC03546_rotmod.dat,28.7,nfw,30,4,22.82353771097282,26,0.8778283734989546,30.82353771097282,36.42832723762144,0.4536625742985644,0.425649057901297,True,`ftol` termination condition is satisfied.,0.0019631385803222656,,1.1000723775248087,,7.154337872497763
UGC03546,src/sidmkit/sparc_data/Rotmod_LTG/UGC03546_rotmod.dat,28.7,burkert,30,4,16.965452174068634,26,0.652517391310332,24.965452174068634,30.570241700717254,0.5014748805132334,0.4891828595622562,True,`ftol` termination condition is satisfied.,0.0015654563903808594,0.8450496604809099,,7.633147797795388,
UGC03580,src/sidmkit/sparc_data/Rotmod_LTG/UGC03580_rotmod.dat,20.7,nfw,47,4,88.52558163401537,43,2.0587344566050088,96.52558163401537,103.9261720408556,0.47551091606344514,0.10044491384380062,True,`ftol` termination condition is satisfied.,0.002099275588989258,,1.4326986807304645,,6.269403353366263
UGC03580,src/sidmkit/sparc_data/Rotmod_LTG/UGC03580_rotmod.dat,20.7,burkert,47,4,105.66313234742267,43,2.457282147614481,113.66313234742267,121.06372275426291,0.6957062555787814,0.1253029937675291,True,`ftol` termination condition is satisfied.,0.0017242431640625,0.9957655244731568,,7.064147318129917,
UGC04278,src/sidmkit/sparc_data/Rotmod_LTG/UGC04278_rotmod.dat,9.51,nfw,25,3,31.66277334114358,22,1.439216970051981,37.66277334114358,41.31940081574818,0.37539264041877696,,True,`ftol` termination condition is satisfied.,0.0020935535430908203,,2.4999999999981455,,5.029405911122587
UGC04278,src/sidmkit/sparc_data/Rotmod_LTG/UGC04278_rotmod.dat,9.51,burkert,25,3,14.203607992177675,22,0.6456185450989852,20.203607992177673,23.860235466782278,0.5843897998947046,,True,`ftol` termination condition is satisfied.,0.0011518001556396484,0.8975086509605238,,7.276960681298794,
UGC04305,src/sidmkit/sparc_data/Rotmod_LTG/UGC04305_rotmod.dat,3.45,nfw,22,3,36.63131867099934,19,1.9279641405789127,42.63131867099934,45.904446031074286,0.614111444881764,,True,`ftol` termination condition is satisfied.,0.0024008750915527344,,0.09676180103088831,,6.794217602956531
UGC04305,src/sidmkit/sparc_data/Rotmod_LTG/UGC04305_rotmod.dat,3.45,burkert,22,3,34.00350888942184,19,1.7896583626011493,40.00350888942184,43.27663624949679,0.5167725921332509,,True,`ftol` termination condition is satisfied.,0.0028085708618164062,-0.16979327827114007,,7.657608735304563,
UGC04325,src/sidmkit/sparc_data/Rotmod_LTG/UGC04325_rotmod.dat,9.6,nfw,8,3,16.861684319480013,5,3.3723368638960025,22.861684319480013,23.10000894451952,0.5413813239309538,,True,`ftol` termination condition is satisfied.,0.0016443729400634766,,0.6194724279651486,,7.555715130330674
UGC04325,src/sidmkit/sparc_data/Rotmod_LTG/UGC04325_rotmod.dat,9.6,burkert,8,3,2.469235025758508,5,0.4938470051517016,8.469235025758508,8.707559650798014,0.49657700179646225,,True,`ftol` termination condition is satisfied.,0.001397848129272461,0.13360068372281889,,8.491404003923167,
UGC04483,src/sidmkit/sparc_data/Rotmod_LTG/UGC04483_rotmod.dat,3.34,nfw,8,3,3.5584363581276777,5,0.7116872716255356,9.558436358127677,9.796760983167184,0.49863436121021154,,True,`ftol` termination condition is satisfied.,0.0013844966888427734,,0.5666429946487572,,6.719780281449754
UGC04483,src/sidmkit/sparc_data/Rotmod_LTG/UGC04483_rotmod.dat,3.34,burkert,8,3,1.490052804784713,5,0.2980105609569426,7.490052804784713,7.72837742982422,0.49721938826253853,,True,`ftol` termination condition is satisfied.,0.0011301040649414062,-0.2703092195120019,,8.105797491606946,
UGC04499,src/sidmkit/sparc_data/Rotmod_LTG/UGC04499_rotmod.dat,12.5,nfw,9,3,7.507777810375583,6,1.2512963017292638,13.507777810375583,14.09945154238424,0.47393892381839126,,True,`ftol` termination condition is satisfied.,0.0015399456024169922,,1.151859035921315,,6.401689315413062
UGC04499,src/sidmkit/sparc_data/Rotmod_LTG/UGC04499_rotmod.dat,12.5,burkert,9,3,1.8020844032242127,6,0.3003474005373688,7.802084403224213,8.39375813523287,0.4824265069887525,,True,`ftol` termination condition is satisfied.,0.0006771087646484375,0.47662195883761804,,7.58372668996241,
UGC05005,src/sidmkit/sparc_data/Rotmod_LTG/UGC05005_rotmod.dat,53.7,nfw,11,3,1.9545369026472819,8,0.24431711283091023,7.954536902647282,9.148222721042394,0.49412295694883557,,True,`ftol` termination condition is satisfied.,0.0018944740295410156,,2.0221068221471907,,5.200493332977305
