galaxy,source,distance_mpc,model,n_points,k_params,chi2,dof,chi2_red,aic,bic,ups_disk,ups_bul,success,message,runtime_s,log10_r0_kpc,log10_r_s_kpc,log10_rho0_msun_kpc3,log10_rho_s_msun_kpc3
CamB,src/sidmkit/sparc_data/Rotmod_LTG/CamB_rotmod.dat,3.36,nfw,9,3,35.49970859563202,6,5.916618099272004,41.49970859563202,42.09138232764068,0.32401799549284377,,True,`ftol` termination condition is satisfied.,0.0026056766510009766,,2.4999999999999836,,3.7762500878414316
CamB,src/sidmkit/sparc_data/Rotmod_LTG/CamB_rotmod.dat,3.36,burkert,9,3,12.21292041710202,6,2.0354867361836697,18.21292041710202,18.804594149110677,0.22215660344287558,,True,`xtol` termination condition is satisfied.,0.0016510486602783203,2.2496585328212517,,6.573682394439594,
D512-2,src/sidmkit/sparc_data/Rotmod_LTG/D512-2_rotmod.dat,15.2,nfw,4,3,0.6249598365892428,1,0.6249598365892428,6.624959836589243,4.783842919948914,0.5029625241952623,,True,`ftol` termination condition is satisfied.,0.0016162395477294922,,0.9260726187818696,,6.372762799899922
D512-2,src/sidmkit/sparc_data/Rotmod_LTG/D512-2_rotmod.dat,15.2,burkert,4,3,0.12162399974494438,1,0.12162399974494438,6.121623999744944,4.280507083104616,0.5003484826733261,,True,`ftol` termination condition is satisfied.,0.0009739398956298828,0.17733720197195932,,7.645250369276796,
D564-8,src/sidmkit/sparc_data/Rotmod_LTG/D564-8_rotmod.dat,8.79,nfw,6,3,3.6546108618878126,3,1.2182036206292708,9.654610861887813,9.029889269571978,0.48635504455192863,,True,Both `ftol` and `xtol` termination conditions are satisfied.,0.0025599002838134766,,2.4999999999999996,,4.323522062463655
D564-8,src/sidmkit/sparc_data/Rotmod_LTG/D564-8_rotmod.dat,8.79,burkert,6,3,0.27232334870180025,3,0.09077444956726675,6.2723233487018,5.647601756385965,0.49759691244345167,,True,`ftol` termination condition is satisfied.,0.0009453296661376953,0.33318515291620504,,7.120153972532156,
D631-7,src/sidmkit/sparc_data/Rotmod_LTG/D631-7_rotmod.dat,7.72,nfw,16,3,65.59669067717371,13,5.045899282859517,71.59669067717371,73.91445684389305,0.19202091747682823,,True,`xtol` termination condition is satisfied.,0.0024671554565429688,,2.499999999812694,,4.7140946108095525
D631-7,src/sidmkit/sparc_data/Rotmod_LTG/D631-7_rotmod.dat,7.72,burkert,16,3,11.04811484788458,13,0.8498549882988139,17.04811484788458,19.36588101460392,0.3791842514245098,,True,`ftol` termination condition is satisfied.,0.0009775161743164062,0.842779659044868,,7.0189246322714975,
DDO064,src/sidmkit/sparc_data/Rotmod_LTG/DDO064_rotmod.dat,6.8,nfw,14,3,6.728642474019393,11,0.6116947703653994,12.728642474019393,14.645814462865168,0.498842727514854,,True,`xtol` termination condition is satisfied.,0.002574443817138672,,2.4999999970247178,,4.902338289650972
DDO064,src/sidmkit/sparc_data/Rotmod_LTG/DDO064_rotmod.dat,6.8,burkert,14,3,3.772474567456012,11,0.342952233405092,9.772474567456012,11.689646556301787,0.4983763104961844,,True,`ftol` termination condition is satisfied.,0.0007646083831787109,0.2883154305564567,,7.749146081168298,
