galaxy,source,distance_mpc,model,n_points,k_params,chi2,dof,chi2_red,aic,bic,ups_disk,ups_bul,success,message,runtime_s,log10_r0_kpc,log10_r_s_kpc,log10_rho0_msun_kpc3,log10_rho_s_msun_kpc3
UGC08837,src/sidmkit/sparc_data/Rotmod_LTG/UGC08837_rotmod.dat,7.21,nfw,8,3,29.85847413661276,5,5.971694827322552,35.858474136612756,36.096798761652266,0.44581151215842413,,True,`xtol` termination condition is satisfied.,0.0025453567504882812,,2.4999999999800298,,4.431469039241808
UGC08837,src/sidmkit/sparc_data/Rotmod_LTG/UGC08837_rotmod.dat,7.21,burkert,8,3,3.5372615566755554,5,0.7074523113351111,9.537261556675556,9.775586181715063,0.4574907913943449,,True,`xtol` termination condition is satisfied.,0.0026695728302001953,2.494867834461578,,6.721077734658967,
UGC09037,src/sidmkit/sparc_data/Rotmod_LTG/UGC09037_rotmod.dat,83.6,nfw,22,3,25.88404054981652,19,1.3623179236745535,31.88404054981652,35.15716790989147,0.13149438269729744,,True,`ftol` termination condition is satisfied.,0.0017786026000976562,,1.4766843236168217,,6.3746493799137465
UGC09037,src/sidmkit/sparc_data/Rotmod_LTG/UGC09037_rotmod.dat,83.6,burkert,22,3,14.701652458116266,19,0.7737711820061193,20.701652458116264,23.974779818191216,0.19923000727284268,,True,`ftol` termination condition is satisfied.,0.0014955997467041016,0.917632473144131,,7.352613438771706,
UGC09133,src/sidmkit/sparc_data/Rotmod_LTG/UGC09133_rotmod.dat,57.1,nfw,68,4,444.7859992107714,64,6.9497812376683035,452.7859992107714,461.6640300314759,0.7681593867282699,0.5426658440100077,True,`ftol` termination condition is satisfied.,0.002302885055541992,,1.6050399327141016,,6.301526912990223
UGC09133,src/sidmkit/sparc_data/Rotmod_LTG/UGC09133_rotmod.dat,57.1,burkert,68,4,494.66520943312895,64,7.72914389739264,502.66520943312895,511.5432402538334,0.959870784913141,0.5335191054044202,True,`ftol` termination condition is satisfied.,0.0030891895294189453,1.42275284107266,,6.643715128290606,
UGC09992,src/sidmkit/sparc_data/Rotmod_LTG/UGC09992_rotmod.dat,10.7,nfw,5,3,0.03676073391346604,2,0.01838036695673302,6.036760733913466,4.865074471215767,0.49990822564137427,,True,`ftol` termination condition is satisfied.,0.0016679763793945312,,-0.042146738959066225,,7.810120172889614
UGC09992,src/sidmkit/sparc_data/Rotmod_LTG/UGC09992_rotmod.dat,10.7,burkert,5,3,0.07306370243434686,2,0.03653185121717343,6.073063702434347,4.901377439736647,0.5000173174924163,,True,`ftol` termination condition is satisfied.,0.001398324966430664,-0.27945757994483433,,8.302989516015042,
UGC10310,src/sidmkit/sparc_data/Rotmod_LTG/UGC10310_rotmod.dat,15.2,nfw,7,3,2.805761718652201,4,0.7014404296630502,8.805761718652201,8.64349216581814,0.5136791659190304,,True,`ftol` termination condition is satisfied.,0.001348733901977539,,0.8658214562962393,,6.847473512499525
UGC10310,src/sidmkit/sparc_data/Rotmod_LTG/UGC10310_rotmod.dat,15.2,burkert,7,3,0.4672509889361476,4,0.1168127472340369,6.467250988936147,6.3049814361020875,0.5019442531013625,,True,`ftol` termination condition is satisfied.,0.0008432865142822266,0.32970952524217867,,7.851162420763173,
UGC11455,src/sidmkit/sparc_data/Rotmod_LTG/UGC11455_rotmod.dat,78.6,nfw,36,3,167.62042006479382,33,5.079406668630115,173.62042006479382,178.37097688016215,0.5357551077892496,,True,Both `ftol` and `xtol` termination conditions are satisfied.,0.0028564929962158203,,2.4999999999995457,,5.207575867028046
UGC11455,src/sidmkit/sparc_data/Rotmod_LTG/UGC11455_rotmod.dat,78.6,burkert,36,3,49.67883250999159,33,1.5054191669694421,55.67883250999159,60.42938932535992,0.18182168550612438,,True,`ftol` termination condition is satisfied.,0.0015447139739990234,0.8747098886575359,,7.984770330179091,
UGC11557,src/sidmkit/sparc_data/Rotmod_LTG/UGC11557_rotmod.dat,24.2,nfw,12,3,12.850125844100107,9,1.4277917604555674,18.850125844100106,20.30484579346411,0.3975171466662447,,True,`ftol` termination condition is satisfied.,0.0022628307342529297,,2.4999999999997744,,4.539919146646886
UGC11557,src/sidmkit/sparc_data/Rotmod_LTG/UGC11557_rotmod.dat,24.2,burkert,12,3,8.353659187875804,9,0.9281843542084227,14.353659187875804,15.808379137239806,0.39004046569841977,,True,`ftol` termination condition is satisfied.,0.001260995864868164,0.9739213549176904,,6.723805246894664,
UGC11820,src/sidmkit/sparc_data/Rotmod_LTG/UGC11820_rotmod.dat,18.1,nfw,10,3,9.94969676345559,7,1.4213852519222272,15.94969676345559,16.85745204243773,0.5587273809656506,,True,`ftol` termination condition is satisfied.,0.0018267631530761719,,1.3916047919710177,,6.014883313131636
UGC11820,src/sidmkit/sparc_data/Rotmod_LTG/UGC11820_rotmod.dat,18.1,burkert,10,3,45.823440512373494,7,6.546205787481928,51.823440512373494,52.73119579135563,0.754360405853838,,True,`ftol` termination condition is satisfied.,0.0013265609741210938,0.8125745351259596,,7.035053726896363,
UGC11914,src/sidmkit/sparc_data/Rotmod_LTG/UGC11914_rotmod.dat,16.9,nfw,65,4,49.13912247918512,61,0.805559384904674,57.13912247918512,65.83667155876766,0.38224960101436545,0.9965180684075009,True,`ftol` termination condition is satisfied.,0.004296779632568359,,2.4999999993680952,,5.793378337103687
UGC11914,src/sidmkit/sparc_data/Rotmod_LTG/UGC11914_rotmod.dat,16.9,burkert,65,4,30.134324749745094,61,0.494005323766313,38.13432474974509,46.83187382932764,0.6043284134777208,1.019714940299587,True,`ftol` termination condition is satisfied.,0.0027985572814941406,2.499999999992148,,7.397652928966226,
UGC12506,src/sidmkit/sparc_data/Rotmod_LTG/UGC12506_rotmod.dat,100.6,nfw,31,3,4.7075554767114225,28,0.16812698131112222,10.707555476711423,15.009517090166863,0.4734160061594828,,True,`ftol` termination condition is satisfied.,0.0010578632354736328,,1.008953068821043,,7.571395901294244
UGC12506,src/sidmkit/sparc_data/Rotmod_LTG/UGC12506_rotmod.dat,100.6,burkert,31,3,20.047558626117247,28,0.7159842366470446,26.047558626117247,30.349520239572687,0.4319984055789732,,True,`ftol` termination condition is satisfied.,0.0016605854034423828,0.7322343869446253,,8.158145627124025,
UGC12632,src/sidmkit/sparc_data/Rotmod_LTG/UGC12632_rotmod.dat,9.77,nfw,15,3,4.418134967923998,12,0.3681779139936665,10.418134967923997,12.542285571230629,0.5069872391803713,,True,`ftol` termination condition is satisfied.,0.0016331672668457031,,0.9309971572749813,,6.719366084789014
UGC12632,src/sidmkit/sparc_data/Rotmod_LTG/UGC12632_rotmod.dat,9.77,burkert,15,3,0.8543554688434493,12,0.07119628907028744,6.854355468843449,8.97850607215008,0.5005442216109306,,True,`ftol` termination condition is satisfied.,0.0008730888366699219,0.45499945284729126,,7.623507356289083,
UGC12732,src/sidmkit/sparc_data/Rotmod_LTG/UGC12732_rotmod.dat,13.2,nfw,16,3,2.8805522210295513,13,0.22158094007919626,8.880552221029552,11.198318387748895,0.5068468991323877,,True,`ftol` termination condition is satisfied.,0.0014476776123046875,,1.1636404308177641,,6.488900660948259
