galaxy,source,distance_mpc,model,n_points,k_params,chi2,dof,chi2_red,aic,bic,ups_disk,ups_bul,success,message,runtime_s,log10_r0_kpc,log10_r_s_kpc,log10_rho0_msun_kpc3,log10_rho_s_msun_kpc3
NGC6798,src/sidmkit/sparc_data/Rotmod_ETG/NGC6798_rotmod.dat,37.3,burkert,2,4,2.4247008129800106e-20,-2,,8.0,2.772588722239781,0.499999999999779,0.7000000000093373,True,`gtol` termination condition is satisfied.,0.0017597675323486328,-0.01492786077740156,,9.801262346457834,
NGC6946,src/sidmkit/sparc_data/Rotmod_LTG/NGC6946_rotmod.dat,5.52,nfw,58,4,86.72547052634776,54,1.6060272319694031,94.72547052634776,102.96724256853344,0.45165282152384084,0.49935854740905317,True,`ftol` termination condition is satisfied.,0.002397298812866211,,1.2124896981503106,,6.797059081058562
NGC6946,src/sidmkit/sparc_data/Rotmod_LTG/NGC6946_rotmod.dat,5.52,burkert,58,4,79.59116314224562,54,1.4739104285601041,87.59116314224562,95.83293518443129,0.5438496560355952,0.5756934113911167,True,`ftol` termination condition is satisfied.,0.0020771026611328125,0.856100358680416,,7.398059285522371,
NGC7331,src/sidmkit/sparc_data/Rotmod_LTG/NGC7331_rotmod.dat,14.7,nfw,36,4,26.601950981121607,32,0.8313109681600502,34.601950981121604,40.93602673494605,0.3642007749130883,0.553498401353833,True,`ftol` termination condition is satisfied.,0.002251148223876953,,1.6237332591924427,,6.37233307948364
NGC7331,src/sidmkit/sparc_data/Rotmod_LTG/NGC7331_rotmod.dat,14.7,burkert,36,4,41.405438412079164,32,1.2939199503774739,49.405438412079164,55.7395141659036,0.4178042659576171,0.5377659450837989,True,`ftol` termination condition is satisfied.,0.002413034439086914,1.1927025771451158,,7.1483780942515,
NGC7793,src/sidmkit/sparc_data/Rotmod_LTG/NGC7793_rotmod.dat,3.61,nfw,46,3,38.87080470996575,43,0.9039722025573431,44.87080470996575,50.35672889943304,0.5379942518440971,,True,`ftol` termination condition is satisfied.,0.0029354095458984375,,0.9475988220487511,,6.9324555727116435
NGC7793,src/sidmkit/sparc_data/Rotmod_LTG/NGC7793_rotmod.dat,3.61,burkert,46,3,33.82850498754939,43,0.786709418315102,39.82850498754939,45.31442917701667,0.6653205382840753,,True,`ftol` termination condition is satisfied.,0.0011906623840332031,0.4439801331022562,,7.800814324870713,
NGC7814,src/sidmkit/sparc_data/Rotmod_LTG/NGC7814_rotmod.dat,14.4,nfw,18,4,6.615927833350973,14,0.4725662738107838,14.615927833350973,18.17741486493563,0.508171295684218,0.5473233674423789,True,`ftol` termination condition is satisfied.,0.0014429092407226562,,1.0320852228073614,,7.409448610210056
NGC7814,src/sidmkit/sparc_data/Rotmod_LTG/NGC7814_rotmod.dat,14.4,burkert,18,4,10.459388175737825,14,0.7470991554098446,18.459388175737825,22.020875207322483,0.5093903432768302,0.6285211509966117,True,`ftol` termination condition is satisfied.,0.002243518829345703,0.7347962488444636,,7.976262321958105,
PGC51017,src/sidmkit/sparc_data/Rotmod_LTG/PGC51017_rotmod.dat,13.6,nfw,6,3,1.0639909923761575,3,0.3546636641253858,7.063990992376158,6.439269400060323,0.44840537406930414,,True,Both `ftol` and `xtol` termination conditions are satisfied.,0.00276947021484375,,-1.7247702301988612,,10.999999999999998
PGC51017,src/sidmkit/sparc_data/Rotmod_LTG/PGC51017_rotmod.dat,13.6,burkert,6,3,1.0062502835230944,3,0.3354167611743648,7.006250283523094,6.38152869120726,0.4490827512407418,,True,`xtol` termination condition is satisfied.,0.0030341148376464844,-1.7350164375200814,,10.999999999999998,
UGC00128,src/sidmkit/sparc_data/Rotmod_LTG/UGC00128_rotmod.dat,64.5,nfw,22,3,61.648389392761125,19,3.244652073303217,67.64838939276112,70.92151675283607,0.46358476478797783,,True,`ftol` termination condition is satisfied.,0.001617431640625,,1.2260201176230863,,6.63771419126216
UGC00128,src/sidmkit/sparc_data/Rotmod_LTG/UGC00128_rotmod.dat,64.5,burkert,22,3,154.38901739370536,19,8.12573775756344,160.38901739370536,163.6621447537803,0.26214547135739724,,True,`ftol` termination condition is satisfied.,0.0016982555389404297,0.9019781177681591,,7.296709266760702,
UGC00191,src/sidmkit/sparc_data/Rotmod_LTG/UGC00191_rotmod.dat,17.1,nfw,9,3,24.403151762883585,6,4.0671919604805975,30.403151762883585,30.994825494892243,0.5579121225584117,,True,`ftol` termination condition is satisfied.,0.001447916030883789,,0.9526067358118184,,6.785106398760371
UGC00191,src/sidmkit/sparc_data/Rotmod_LTG/UGC00191_rotmod.dat,17.1,burkert,9,3,27.95491706008807,6,4.659152843348012,33.95491706008807,34.54659079209673,0.46313078011972525,,True,`ftol` termination condition is satisfied.,0.0013632774353027344,0.3039672244882229,,8.02569900893542,
UGC00634,src/sidmkit/sparc_data/Rotmod_LTG/UGC00634_rotmod.dat,30.9,nfw,4,3,6.330851369266125,1,6.330851369266125,12.330851369266124,10.489734452625797,0.480873042231931,,True,`ftol` termination condition is satisfied.,0.0016968250274658203,,1.3429160102416466,,6.35042964604858
UGC00634,src/sidmkit/sparc_data/Rotmod_LTG/UGC00634_rotmod.dat,30.9,burkert,4,3,0.7083374570979992,1,0.7083374570979992,6.708337457097999,4.867220540457671,0.494758168148295,,True,`ftol` termination condition is satisfied.,0.0011682510375976562,0.8383713516911707,,7.271595285730507,
UGC00731,src/sidmkit/sparc_data/Rotmod_LTG/UGC00731_rotmod.dat,12.5,nfw,12,3,3.39413760029123,9,0.37712640003235887,9.39413760029123,10.848857549655232,0.5029798240247526,,True,`ftol` termination condition is satisfied.,0.0014057159423828125,,0.9149725908043461,,6.769095420639077
UGC00731,src/sidmkit/sparc_data/Rotmod_LTG/UGC00731_rotmod.dat,12.5,burkert,12,3,5.701166064791754,9,0.6334628960879727,11.701166064791753,13.155886014155755,0.5019068481771731,,True,`ftol` termination condition is satisfied.,0.001012563705444336,0.3723457271939078,,7.792534010427223,
UGC00891,src/sidmkit/sparc_data/Rotmod_LTG/UGC00891_rotmod.dat,10.2,nfw,5,3,9.132975828105973,2,4.566487914052987,15.132975828105973,13.961289565408274,0.4668489933203813,,True,Both `ftol` and `xtol` termination conditions are satisfied.,0.0035741329193115234,,2.4999999999999996,,4.773264620795105
UGC00891,src/sidmkit/sparc_data/Rotmod_LTG/UGC00891_rotmod.dat,10.2,burkert,5,3,0.6348215021640772,2,0.3174107510820386,6.634821502164077,5.463135239466378,0.491556554379849,,True,`ftol` termination condition is satisfied.,0.0009171962738037109,0.7214658709917626,,7.145496092974116,
UGC01230,src/sidmkit/sparc_data/Rotmod_LTG/UGC01230_rotmod.dat,53.7,nfw,11,3,9.784127508105593,8,1.2230159385131991,15.784127508105593,16.977813326500705,0.5120980962721526,,True,`ftol` termination condition is satisfied.,0.0013325214385986328,,0.9889014077270064,,6.92589428114279
UGC01230,src/sidmkit/sparc_data/Rotmod_LTG/UGC01230_rotmod.dat,53.7,burkert,11,3,2.4163603926445862,8,0.3020450490805733,8.416360392644586,9.610046211039698,0.495889111839919,,True,`ftol` termination condition is satisfied.,0.0009427070617675781,0.6048968507621008,,7.730645817950518,
UGC01281,src/sidmkit/sparc_data/Rotmod_LTG/UGC01281_rotmod.dat,5.27,nfw,25,3,30.081400728263482,22,1.3673363967392491,36.08140072826348,39.73802820286808,0.4917750634660307,,True,`ftol` termination condition is satisfied.,0.002231121063232422,,2.4999999999972724,,4.824640130919385
UGC01281,src/sidmkit/sparc_data/Rotmod_LTG/UGC01281_rotmod.dat,5.27,burkert,25,3,5.613417852319988,22,0.25515535692363583,11.613417852319987,15.270045326924588,0.4924775642535515,,True,`ftol` termination condition is satisfied.,0.0008263587951660156,0.5372035335337177,,7.433854701315777,
UGC02023,src/sidmkit/sparc_data/Rotmod_LTG/UGC02023_rotmod.dat,10.4,nfw,5,3,2.1871899967651878,2,1.0935949983825939,8.187189996765188,7.015503734067488,0.4927584136876371,,True,`ftol` termination condition is satisfied.,0.002146482467651367,,2.499999999999998,,4.683020651116047
UGC02023,src/sidmkit/sparc_data/Rotmod_LTG/UGC02023_rotmod.dat,10.4,burkert,5,3,0.18466954195427088,2,0.09233477097713544,6.184669541954271,5.012983279256572,0.4933104550063145,,True,`ftol` termination condition is satisfied.,0.0019500255584716797,2.4999999999999996,,6.93412745296002,
UGC02259,src/sidmkit/sparc_data/Rotmod_LTG/UGC02259_rotmod.dat,10.5,nfw,8,3,4.229498332016498,5,0.8458996664032996,10.229498332016497,10.467822957056004,0.49393446638864485,,True,`ftol` termination condition is satisfied.,0.001489400863647461,,0.5690590501924191,,7.590702923473819
UGC02259,src/sidmkit/sparc_data/Rotmod_LTG/UGC02259_rotmod.dat,10.5,burkert,8,3,13.60814917950527,5,2.7216298359010542,19.60814917950527,19.84647380454478,0.4657526511027854,,True,`ftol` termination condition is satisfied.,0.0013682842254638672,0.20255864759890954,,8.315333905367813,
UGC02455,src/sidmkit/sparc_data/Rotmod_LTG/UGC02455_rotmod.dat,6.92,nfw,8,3,7.511535356667615,5,1.502307071333523,13.511535356667615,13.749859981707122,0.027651420077945334,,True,`ftol` termination condition is satisfied.,0.002664804458618164,,2.4999999999999067,,4.746941636203435
UGC02455,src/sidmkit/sparc_data/Rotmod_LTG/UGC02455_rotmod.dat,6.92,burkert,8,3,4.531020502111986,5,0.9062041004223971,10.531020502111986,10.769345127151492,0.09989381023291634,,True,`xtol` termination condition is satisfied.,0.0019257068634033203,2.474408743954703,,6.8225955538590926,
UGC02487,src/sidmkit/sparc_data/Rotmod_LTG/UGC02487_rotmod.dat,69.1,nfw,17,4,62.668638547843116,13,4.82066450368024,70.66863854784312,74.00149192406798,0.621715469081231,0.6094637742282556,True,`ftol` termination condition is satisfied.,0.0015387535095214844,,1.1371441181387407,,7.624407133593147
UGC02487,src/sidmkit/sparc_data/Rotmod_LTG/UGC02487_rotmod.dat,69.1,burkert,17,4,63.20576195133709,13,4.861981688564391,71.20576195133708,74.53861532756196,0.5396219274165543,0.8153546407292508,True,`ftol` termination condition is satisfied.,0.0021615028381347656,0.9695317905329736,,7.977989666261564,
UGC02885,src/sidmkit/sparc_data/Rotmod_LTG/UGC02885_rotmod.dat,80.6,nfw,19,4,13.278773172091174,15,0.8852515448060783,21.278773172091174,25.056529088756935,0.4951265436462108,0.988014504776107,True,`ftol` termination condition is satisfied.,0.002047300338745117,,1.8170143640579202,,6.156883769307428
UGC02885,src/sidmkit/sparc_data/Rotmod_LTG/UGC02885_rotmod.dat,80.6,burkert,19,4,15.254519611777823,15,1.0169679741185216,23.254519611777823,27.032275528443584,0.5845932938015546,1.0531438341893298,True,`ftol` termination condition is satisfied.,0.002362966537475586,1.4053471388589736,,6.913163449458421,
UGC02916,src/sidmkit/sparc_data/Rotmod_LTG/UGC02916_rotmod.dat,65.4,nfw,43,4,417.8184915414622,39,10.713294654909287,425.8184915414622,432.8632920042365,0.5089637614019495,0.437590240014792,True,`ftol` termination condition is satisfied.,0.0015125274658203125,,1.0997182012084277,,7.197773621447491
UGC02916,src/sidmkit/sparc_data/Rotmod_LTG/UGC02916_rotmod.dat,65.4,burkert,43,4,390.817980031429,39,10.020973846959718,398.817980031429,405.86278049420326,0.4668168847623991,0.5314649351790348,True,`ftol` termination condition is satisfied.,0.0027053356170654297,0.8715115433179691,,7.664639493330838,
UGC02953,src/sidmkit/sparc_data/Rotmod_LTG/UGC02953_rotmod.dat,16.5,nfw,115,4,618.2187513107766,111,5.569538300097086,626.2187513107766,637.1984798242296,0.6083435722151883,0.6440490364861495,True,`ftol` termination condition is satisfied.,0.0017805099487304688,,1.3264001387945084,,6.992452944222533
UGC02953,src/sidmkit/sparc_data/Rotmod_LTG/UGC02953_rotmod.dat,16.5,burkert,115,4,666.5111056525645,111,6.004604555428509,674.5111056525645,685.4908341660175,0.7726535084683016,0.6849976215623257,True,`ftol` termination condition is satisfied.,0.0015926361083984375,1.1839367006438386,,7.246220405588151,
