galaxy,source,distance_mpc,model,n_points,k_params,chi2,dof,chi2_red,aic,bic,ups_disk,ups_bul,success,message,runtime_s,log10_r0_kpc,log10_r_s_kpc,log10_rho0_msun_kpc3,log10_rho_s_msun_kpc3
F583-4,src/sidmkit/sparc_data/Rotmod_LTG/F583-4_rotmod.dat,53.3,nfw,12,3,1.5109711749119377,9,0.1678856861013264,7.510971174911938,8.965691124275939,0.5055375387691418,,True,`ftol` termination condition is satisfied.,0.00393223762512207,,1.4423913000064752,,5.973367801305091
F583-4,src/sidmkit/sparc_data/Rotmod_LTG/F583-4_rotmod.dat,53.3,burkert,12,3,4.460670591100607,9,0.49563006567784523,10.460670591100607,11.915390540464609,0.5015838424582333,,True,`ftol` termination condition is satisfied.,0.003079652786254883,0.39713651419857704,,7.650525542298016,
IC2574,src/sidmkit/sparc_data/Rotmod_LTG/IC2574_rotmod.dat,3.91,nfw,34,3,1096.190064948515,31,35.36096983704888,1102.190064948515,1106.7691465223636,0.2395229846931116,,True,`ftol` termination condition is satisfied.,0.002810239791870117,,2.4999999999980167,,4.507468944239273
IC2574,src/sidmkit/sparc_data/Rotmod_LTG/IC2574_rotmod.dat,3.91,burkert,34,3,71.9618036256231,31,2.321348504052358,77.9618036256231,82.54088519947159,0.6711446732475529,,True,`ftol` termination condition is satisfied.,0.0018630027770996094,1.1384656008127674,,6.554260159924966,
IC4202,src/sidmkit/sparc_data/Rotmod_LTG/IC4202_rotmod.dat,100.4,nfw,32,4,483.2570832422798,28,17.259181544367134,491.2570832422798,497.1200268534787,0.4504407284153961,4.89943486762259e-30,True,`ftol` termination condition is satisfied.,0.002965688705444336,,0.9887652820443149,,7.609148802735228
IC4202,src/sidmkit/sparc_data/Rotmod_LTG/IC4202_rotmod.dat,100.4,burkert,32,4,81.29716119554648,28,2.9034700426980886,89.29716119554648,95.16010480674538,0.09900327620302844,1.7135454502198938e-17,True,`ftol` termination condition is satisfied.,0.003043651580810547,0.6189794526307439,,8.45024338042135,
KK98-251,src/sidmkit/sparc_data/Rotmod_LTG/KK98-251_rotmod.dat,6.8,nfw,15,3,23.84270439642557,12,1.9868920330354642,29.84270439642557,31.9668549997322,0.5110767435360531,,True,Both `ftol` and `xtol` termination conditions are satisfied.,0.0026514530181884766,,2.4999999999999996,,4.427530131137824
KK98-251,src/sidmkit/sparc_data/Rotmod_LTG/KK98-251_rotmod.dat,6.8,burkert,15,3,3.925865970364698,12,0.32715549753039147,9.925865970364697,12.050016573671329,0.49743588961845564,,True,`ftol` termination condition is satisfied.,0.001020193099975586,0.5328582318308422,,7.087422828737925,
NGC0024,src/sidmkit/sparc_data/Rotmod_LTG/NGC0024_rotmod.dat,7.3,nfw,29,3,23.60983859677014,26,0.90807071526039,29.60983859677014,33.71172608672956,0.5856587486719214,,True,`ftol` termination condition is satisfied.,0.0011661052703857422,,0.6532367600922878,,7.621333464361867
NGC0024,src/sidmkit/sparc_data/Rotmod_LTG/NGC0024_rotmod.dat,7.3,burkert,29,3,20.761173765215307,26,0.7985066832775118,26.761173765215307,30.863061255174728,0.4559467858881795,,True,`ftol` termination condition is satisfied.,0.0016646385192871094,0.18339216997595528,,8.603527944660074,
NGC0055,src/sidmkit/sparc_data/Rotmod_LTG/NGC0055_rotmod.dat,2.11,nfw,21,3,42.53384214172583,18,2.3629912300958793,48.53384214172583,51.667409454896095,0.25097060227364587,,True,`ftol` termination condition is satisfied.,0.002016782760620117,,1.9013778063891311,,5.4708734825798215
NGC0055,src/sidmkit/sparc_data/Rotmod_LTG/NGC0055_rotmod.dat,2.11,burkert,21,3,6.092396742597796,18,0.33846648569987753,12.092396742597796,15.225964055768065,0.38278898236591885,,True,`ftol` termination condition is satisfied.,0.0012707710266113281,0.8051054453568941,,7.125728505691422,
NGC0100,src/sidmkit/sparc_data/Rotmod_LTG/NGC0100_rotmod.dat,13.5,nfw,21,3,15.089145491693197,18,0.8382858606496221,21.089145491693195,24.222712804863466,0.492624394875413,,True,`xtol` termination condition is satisfied.,0.0023877620697021484,,2.499999999354509,,4.981911825988566
NGC0100,src/sidmkit/sparc_data/Rotmod_LTG/NGC0100_rotmod.dat,13.5,burkert,21,3,1.6796658934682636,18,0.09331477185934797,7.679665893468264,10.813233206638532,0.48882008237625674,,True,`ftol` termination condition is satisfied.,0.0009684562683105469,0.6744475452677317,,7.4428508836806815,
NGC0247,src/sidmkit/sparc_data/Rotmod_LTG/NGC0247_rotmod.dat,3.7,nfw,26,3,43.2503112402921,23,1.8804483147953086,49.2503112402921,53.02460085435655,0.5736938988334127,,True,`ftol` termination condition is satisfied.,0.001628875732421875,,1.35624232580572,,6.266118106352918
NGC0247,src/sidmkit/sparc_data/Rotmod_LTG/NGC0247_rotmod.dat,3.7,burkert,26,3,98.59348570869365,23,4.286673291682333,104.59348570869365,108.36777532275809,0.6319528416522155,,True,`ftol` termination condition is satisfied.,0.0012824535369873047,0.4901547332444519,,7.685706997242939,
NGC0289,src/sidmkit/sparc_data/Rotmod_LTG/NGC0289_rotmod.dat,20.8,nfw,28,3,48.2984114508436,25,1.9319364580337441,54.2984114508436,58.29502498136921,0.5835881892988714,,True,`ftol` termination condition is satisfied.,0.0015339851379394531,,1.379621900519717,,6.512648571817137
NGC0289,src/sidmkit/sparc_data/Rotmod_LTG/NGC0289_rotmod.dat,20.8,burkert,28,3,51.933640115910826,25,2.077345604636433,57.933640115910826,61.93025364643644,0.7101201830751737,,True,`ftol` termination condition is satisfied.,0.0023398399353027344,1.1479844249551177,,6.960740488002004,
NGC0300,src/sidmkit/sparc_data/Rotmod_LTG/NGC0300_rotmod.dat,2.08,nfw,25,3,14.88419986922839,22,0.6765545395103814,20.88419986922839,24.54082734383299,0.5040488115841492,,True,`ftol` termination condition is satisfied.,0.0016760826110839844,,1.3083278763462884,,6.383951693417164
NGC0300,src/sidmkit/sparc_data/Rotmod_LTG/NGC0300_rotmod.dat,2.08,burkert,25,3,13.145842113285767,22,0.5975382778766257,19.145842113285767,22.802469587890368,0.5369126024464235,,True,`ftol` termination condition is satisfied.,0.0010113716125488281,0.58758523960879,,7.641698141289126,
NGC0801,src/sidmkit/sparc_data/Rotmod_LTG/NGC0801_rotmod.dat,80.7,nfw,13,3,54.14177075064146,10,5.4141770750641465,60.14177075064146,61.83661882302607,0.6292472082774914,,True,`ftol` termination condition is satisfied.,0.003148794174194336,,2.448623190722869,,4.887257988001117
NGC0801,src/sidmkit/sparc_data/Rotmod_LTG/NGC0801_rotmod.dat,80.7,burkert,13,3,56.82729339981106,10,5.6827293399811065,62.82729339981106,64.52214147219567,0.6570500198046024,,True,`ftol` termination condition is satisfied.,0.002134561538696289,1.5812467635232148,,6.258296091623727,
NGC0891,src/sidmkit/sparc_data/Rotmod_LTG/NGC0891_rotmod.dat,9.91,nfw,18,4,30.276258232722697,14,2.162589873765907,38.2762582327227,41.83774526430736,0.09166796524630874,0.499757503107992,True,`ftol` termination condition is satisfied.,0.003287076950073242,,0.7342200475711566,,8.060963054092234
NGC0891,src/sidmkit/sparc_data/Rotmod_LTG/NGC0891_rotmod.dat,9.91,burkert,18,4,17.07798709207921,14,1.2198562208628005,25.07798709207921,28.639474123663867,0.14017055793024116,0.6444201340619929,True,`ftol` termination condition is satisfied.,0.002777099609375,0.5770064589504502,,8.341676464385879,
NGC1003,src/sidmkit/sparc_data/Rotmod_LTG/NGC1003_rotmod.dat,11.4,nfw,36,3,76.99930802835972,33,2.333312364495749,82.99930802835972,87.74986484372805,0.6494510100923744,,True,`ftol` termination condition is satisfied.,0.0021898746490478516,,1.583530294672743,,5.898870863114087
NGC1003,src/sidmkit/sparc_data/Rotmod_LTG/NGC1003_rotmod.dat,11.4,burkert,36,3,96.34202815977221,33,2.919455398780976,102.34202815977221,107.09258497514054,0.8986228422866567,,True,`ftol` termination condition is satisfied.,0.0017595291137695312,1.1067898797762172,,6.764033451554969,
NGC1090,src/sidmkit/sparc_data/Rotmod_LTG/NGC1090_rotmod.dat,37.0,nfw,24,3,52.5341215995911,21,2.5016248380757666,58.5341215995911,62.06828309063494,0.467100000787464,,True,`ftol` termination condition is satisfied.,0.002135038375854492,,1.2539373461789858,,6.690760525467863
NGC1090,src/sidmkit/sparc_data/Rotmod_LTG/NGC1090_rotmod.dat,37.0,burkert,24,3,23.489882011804436,21,1.1185658100859255,29.489882011804436,33.02404350284827,0.23425106596605913,,True,`ftol` termination condition is satisfied.,0.001821756362915039,0.6534660323506484,,7.980102934381282,
NGC1705,src/sidmkit/sparc_data/Rotmod_LTG/NGC1705_rotmod.dat,5.73,nfw,14,3,1.35691015633559,11,0.12335546875778092,7.35691015633559,9.274082145181366,0.5040353128809366,,True,`ftol` termination condition is satisfied.,0.0016281604766845703,,0.14983305403139893,,8.29731488155584
NGC1705,src/sidmkit/sparc_data/Rotmod_LTG/NGC1705_rotmod.dat,5.73,burkert,14,3,7.6415440460578905,11,0.6946858223688991,13.641544046057891,15.558716034903664,0.53386158585166,,True,`ftol` termination condition is satisfied.,0.0017709732055664062,-0.12551994802456676,,8.853928186490641,
NGC2366,src/sidmkit/sparc_data/Rotmod_LTG/NGC2366_rotmod.dat,3.27,nfw,26,3,75.67017657472864,23,3.290007677162115,81.67017657472864,85.44446618879309,0.3214098002477242,,True,`xtol` termination condition is satisfied.,0.002321004867553711,,1.5762845768708944,,5.715911522058344
